	0	1
10400	6666666.139462.1186 -> R5P_AMINOACIDS|6|imidazole_glycerol_phosphate_synthase_H_7|300442	gi|6666666.139462.1186|6666666.139462|LBHT01|Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.|PseudomonaspsychrophilaLBHT01
10401	6666666.136840.5337 -> ALPHAKETOGLUTARATE_AMINOACIDS|9|Acetylornithine_aminotransferase_4|216821	gi|6666666.136840.5337|6666666.136840|LAZV01|Acetylornithine_aminotransferase_EC_2.6.1.11|PseudomonassyringaepvPersicaeLAZV01
10402	6666666.134718.2305 -> E4P_AMINO_ACIDS|12|Tryptophan_synthase_alpha_3|300442	gi|6666666.134718.2305|6666666.134718|AHIP01|Tryptophan_synthase_alpha_chain_EC_4.2.1.20|Pseudomonasextremaustralis143substr143bAHIP01
10403	6666666.296198.532 -> ALPHAKETOGLUTARATE_AMINOACIDS|6|Pyrroline_5_carboxylate_reductase_2|300442	gi|6666666.296198.532|6666666.296198|SJTE3|Pyrroline5carboxylate_reductase_EC_1.5.1.2|PseudomonascitronellolisSJTE3
10404	6666666.135533.4578 -> ALPHAKETOGLUTARATE_AMINOACIDS|12|Argininosuccinate_synthase_4|311079	gi|6666666.135533.4578|6666666.135533|AHKM01|Argininosuccinate_synthase_EC_6.3.4.5|Pseudomonasaeruginosampao1p1AHKM01
10405	6666666.134727.4392 -> ALPHAKETOGLUTARATE_AMINOACIDS|6|Pyrroline_5_carboxylate_reductase_2|300442	gi|6666666.134727.4392|6666666.134727|JQGJ02|Pyrroline5carboxylate_reductase_EC_1.5.1.2|PseudomonasfrederiksbergensisJQGJ02
10406	6666666.135014.2656 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_10|311079	gi|6666666.135014.2656|6666666.135014|BBQO01|glutamine_synthetase_family_protein|PseudomonastoyotomiensisBBQO01
10407	6666666.296214.969 -> ALPHAKETOGLUTARATE_AMINOACIDS|6|Pyrroline_5_carboxylate_reductase_2|300442	gi|6666666.296214.969|6666666.296214|14085|Pyrroline5carboxylate_reductase_EC_1.5.1.2|PseudomonastuomuerensisJCM14085
10408	6666666.102111.321 -> R5P_AMINOACIDS|7|imidazoleglycerol_phosphate_dehydratase_4|311079	gi|6666666.102111.321|6666666.102111|NC_012660.1|Imidazoleglycerolphosphate_dehydratase_EC_4.2.1.19|PseudomonasfluorescensSBW25NC0126601
10409	6666666.296217.386 -> ALPHAKETOGLUTARATE_AMINOACIDS|6|Pyrroline_5_carboxylate_reductase_2|300442	gi|6666666.296217.386|6666666.296217|CB1|Pyrroline5carboxylate_reductase_EC_1.5.1.2|PseudomonasmassiliensisCB1
10410	6666666.136808.1379 -> OXALACETATE_AMINOACIDS|19|argininosuccinate_lyase_1|216817	gi|6666666.136808.1379|6666666.136808|JYHC01|Argininosuccinate_lyase_EC_4.3.2.1|PseudomonasavellanaeJYHC01
10411	6666666.102122.5523 -> TCA|1|Citrate_synthase_3|300442	gi|6666666.102122.5523|6666666.102122|AJFM01|Citrate_synthase_si_EC_2.3.3.1|PseudomonasmandeliiJR1AJFM01
10412	6666666.134846.2208 -> 3PGA_AMINOACIDS|4|glycine_hydroxymethyltransferase_4|311079	gi|6666666.134846.2208|6666666.134846|BATI01|Serine_hydroxymethyltransferase_EC_2.1.2.1|Pseudomonasalcaligenesnbrc14159BATI01
10413	6666666.138913.4186 -> R5P_AMINOACIDS|5|phosphoribosyl_isomerase_A_2|300442	gi|6666666.138913.4186|6666666.138913|AOFQ01|Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16|Pseudomonaschloritidismutansaw1AOFQ01
10414	6666666.135024.4027 -> PYR_THR_AA|4|Ketoacid_reductoisomerase_2|216821	gi|6666666.135024.4027|6666666.135024|ANGB01|Ketolacid_reductoisomerase_EC_1.1.1.86|Pseudomonasalcaliphila34ANGB01
10415	6666666.94974.2431 -> ALPHAKETOGLUTARATE_AMINOACIDS|9|Acetylornithine_aminotransferase_3|311079	gi|6666666.94974.2431|6666666.94974|B11|Acetylornithine_aminotransferase_EC_2.6.1.11|PseudomonasspB11
10416	6666666.138985.266 -> E4P_AMINO_ACIDS|8|Anthranilate_synthase_component_1_3|300442	gi|6666666.138985.266|6666666.138985|BBIT01|Anthranilate_synthase_aminase_component_EC_4.1.3.27|Pseudomonasoryzihabitansnbrc102199BBIT01
10417	6666666.137355.4062 -> PYR_THR_AA|10|3isopropylmalate_dehydrogenase_3|216817	gi|6666666.137355.4062|6666666.137355|ALAC01|Tartrate_dehydrogenase_EC_1.1.1.93__Tartrate_decarboxylase_EC_4.1.1.73__Dmalic_enzyme_EC_1.1.1.83|PseudomonassyringaepvPanicistrLmg2367ALAC01
10418	6666666.102099.2553 -> ALPHAKETOGLUTARATE_AMINOACIDS|7|Acetylglutamate_kinase_2|216821	gi|6666666.102099.2553|6666666.102099|JHYV01|Acetylglutamate_kinase_EC_2.7.2.8|PseudomonasmonteiliiNBRC103158=DSM14164JHYV01
10419	6666666.135116.3263 -> E4P_AMINO_ACIDS|2|3_dehydroquinate_synthase_2|216821	gi|6666666.135116.3263|6666666.135116|JNHE01|3dehydroquinate_synthase_EC_4.2.3.4|PseudomonasoleovoransJNHE01
10420	6666666.138845.3287 -> E4P_AMINO_ACIDS|13|Tryptophan_synthase_beta_1|216817	gi|6666666.138845.3287|6666666.138845|AHBD01|Tryptophan_synthase_beta_chain_EC_4.2.1.20|Pseudomonaspsychrotoleransl19AHBD01
10421	6666666.134751.2623 -> PYR_THR_AA|8|isopropylmalate_isomerase_large_subunit_3|311079	gi|6666666.134751.2623|6666666.134751|JBON01|3isopropylmalate_dehydratase_large_subunit_EC_4.2.1.33|PseudomonasbrassicacearumJBON01
10422	6666666.135447.1140 -> R5P_AMINOACIDS|1|ribosephosphate_pyrophosphokinase_1|216821	gi|6666666.135447.1140|6666666.135447|AUED01|Ribosephosphate_pyrophosphokinase_EC_2.7.6.1|Pseudomonasvranovensisdsm16006AUED01
10423	6666666.135439.1537 -> OXALACETATE_AMINOACIDS|8|dihydropicolinate_synthase_4|216821	gi|6666666.135439.1537|6666666.135439|JXDG01|4hydroxytetrahydrodipicolinate_synthase_EC_4.3.3.7|PseudomonasbatumiciJXDG01
10424	6666666.135143.1424 -> R5P_AMINOACIDS|7|imidazoleglycerol_phosphate_dehydratase_1|216817	gi|6666666.135143.1424|6666666.135143|JYHI01|Imidazoleglycerolphosphate_dehydratase_EC_4.2.1.19|PseudomonassyringaepvPapulansJYHI01
10425	6666666.102098.1811 -> PYR_THR_AA|4|Ketoacid_reductoisomerase_4|311079	gi|6666666.102098.1811|6666666.102098|AQFN01|Ketolacid_reductoisomerase_EC_1.1.1.86|PseudomonasaeruginosastrStone130AQFN01
10426	6666666.102177.1493 -> OXALACETATE_AMINOACIDS|19|argininosuccinate_lyase_4|311079	gi|6666666.102177.1493|6666666.102177|ATBG01|Argininosuccinate_lyase_EC_4.3.2.1|PseudomonaschlororaphisHT66ATBG01
10427	6666666.135065.2271 -> OXALACETATE_AMINOACIDS|14|diaminopimelate_decarboxylase_2|300442	gi|6666666.135065.2271|6666666.135065|JRMB01|Diaminopimelate_decarboxylase_EC_4.1.1.20|PseudomonasluteaJRMB01
10428	6666666.135453.714 -> ALPHAKETOGLUTARATE_AMINOACIDS|9|Acetylornithine_aminotransferase_4|216821	gi|6666666.135453.714|6666666.135453|JYHF01|Acetylornithine_aminotransferase_EC_2.6.1.11|PseudomonassavastanoipvSavastanoiJYHF01
10429	6666666.102130.6077 -> OXALACETATE_AMINOACIDS|14|diaminopimelate_decarboxylase_1|216817	gi|6666666.102130.6077|6666666.102130|NC_021491.1|Diaminopimelate_decarboxylase_EC_4.1.1.20|PseudomonasputidaH8234NC0214911
10430	6666666.284010.1859 -> PYR_THR_AA|8|isopropylmalate_isomerase_large_subunit_3|311079	gi|6666666.284010.1859|6666666.284010|RAt148|3isopropylmalate_dehydratase_large_subunit_EC_4.2.1.33|PseudomonasspRAt148
10431	6666666.138937.2415 -> ALPHAKETOGLUTARATE_AMINOACIDS|7|Acetylglutamate_kinase_3|300442	gi|6666666.138937.2415|6666666.138937|ARLP01|Acetylglutamate_kinase_EC_2.7.2.8|Pseudomonasmandelii36mfcvi11ARLP01
10432	6666666.94942.2014 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_3|300442	gi|6666666.94942.2014|6666666.94942|81|Cysteine_synthase_EC_2.5.1.47|pseudomonassp81
10433	6666666.94968.2946 -> TCA|11|fumarate_reductase_ironsulfur_subunit_3|300442	gi|6666666.94968.2946|6666666.94968|B12|Succinate_dehydrogenase_ironsulfur_protein_EC_1.3.99.1|PseudomonasspB12
10434	6666666.134850.4162 -> OXALACETATE_AMINOACIDS|1|Aspartate_transaminase_2|300442	gi|6666666.134850.4162|6666666.134850|AOUH01|Aspartate_aminotransferase_EC_2.6.1.1|Pseudomonasveronii1ydbtex2AOUH01
10435	6666666.296364.933 -> OXALACETATE_AMINOACIDS|1|Aspartate_transaminase_1|216817	gi|6666666.296364.933|6666666.296364|18415|Aspartate_aminotransferase_EC_2.6.1.1|PseudomonasformosensisJCM18415
10436	6666666.296197.3914 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_5|216817	gi|6666666.296197.3914|6666666.296197|DSM_6083|glutamine_synthetase_family_protein|PseudomonasbalearicaDSM6083
10437	6666666.102107.4475 -> ALPHAKETOGLUTARATE_AMINOACIDS|9|Acetylornithine_aminotransferase_2|300442	gi|6666666.102107.4475|6666666.102107|AHGZ01|Succinylornithine_transaminase_EC_2.6.1.81|PseudomonasmonteiliiQMAHGZ01
10438	6666666.102186.4446 -> R5P_AMINOACIDS|6|imidazole_glycerol_phosphate_synthase_H_7|300442	gi|6666666.102186.4446|6666666.102186|NC_020209|Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.|PseudomonaspoaeRE*1114NC020209
10439	6666666.134718.1244 -> ALPHAKETOGLUTARATE_AMINOACIDS|7|Acetylglutamate_kinase_3|300442	gi|6666666.134718.1244|6666666.134718|AHIP01|Acetylglutamate_kinase_EC_2.7.2.8|Pseudomonasextremaustralis143substr143bAHIP01
10440	6666666.137752.2332 -> E4P_AMINO_ACIDS|2|3_dehydroquinate_synthase_1|216817	gi|6666666.137752.2332|6666666.137752|JSED01|3dehydroquinate_synthase_EC_4.2.3.4|PseudomonascoronafaciensJSED01
10441	6666666.135453.3200 -> R5P_AMINOACIDS|6|imidazole_glycerol_phosphate_synthase_H_5|216817	gi|6666666.135453.3200|6666666.135453|JYHF01|Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.|PseudomonassavastanoipvSavastanoiJYHF01
10442	6666666.135434.1732 -> OXALACETATE_AMINOACIDS|1|Aspartate_transaminase_3|216817	gi|6666666.135434.1732|6666666.135434|JYHB01|Valinepyruvate_aminotransferase_EC_2.6.1.66|PseudomonasamygdaliJYHB01
10443	6666666.136486.1263 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_3|300442	gi|6666666.136486.1263|6666666.136486|JXQW01|Cysteine_synthase_EC_2.5.1.47|PseudomonasfulvaJXQW01
10444	6666666.102095.4715 -> PYR_THR_AA|5|Dihydroxiacid_dehydratase_2|216821	gi|6666666.102095.4715|6666666.102095|NC_020829|Dihydroxyacid_dehydratase_EC_4.2.1.9|PseudomonasdenitrificansATCC13867NC020829
10445	6666666.135530.3725 -> TCA|11|fumarate_reductase_ironsulfur_subunit_3|300442	gi|6666666.135530.3725|6666666.135530|AXXQ01|Succinate_dehydrogenase_ironsulfur_protein_EC_1.3.99.1|PseudomonasspUril14hwk12i4AXXQ01
10446	6666666.107170.3020 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_6|300442	gi|6666666.107170.3020|6666666.107170|CHA0|glutamine_synthetase_family_protein|PseudomonasprotegensCHA0
10447	6666666.135024.2411 -> ALPHAKETOGLUTARATE_AMINOACIDS|12|Argininosuccinate_synthase_3|216821	gi|6666666.135024.2411|6666666.135024|ANGB01|Argininosuccinate_synthase_EC_6.3.4.5|Pseudomonasalcaliphila34ANGB01
10448	6666666.136854.4393 -> TCA|12|fumarate_hydratase_6|216821	gi|6666666.136854.4393|6666666.136854|JVSJ01|Fumarate_hydratase_class_II_EC_4.2.1.2|PseudomonasdenitrificansJVSJ01
10449	6666666.134940.5663 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_5|216817	gi|6666666.134940.5663|6666666.134940|AXPJ01|glutamine_synthetase_family_protein|Pseudomonasaeruginosabl17AXPJ01
10450	6666666.135407.3494 -> ALPHAKETOGLUTARATE_AMINOACIDS|11|Ornithine_carbamoyltransferase_5|311079	gi|6666666.135407.3494|6666666.135407|AKBP01|Ornithine_carbamoyltransferase_EC_2.1.3.3|Pseudomonasgingerincppb3146AKBP01
10451	6666666.296227.1578 -> TCA|12|fumarate_hydratase_8|311079	gi|6666666.296227.1578|6666666.296227|24016|Aspartate_ammonialyase_EC_4.3.1.1|PseudomonasguineaeLMG24016
10452	6666666.136808.3771 -> OXALACETATE_AMINOACIDS|1|Aspartate_transaminase_1|216817	gi|6666666.136808.3771|6666666.136808|JYHC01|Aspartate_aminotransferase_EC_2.6.1.1|PseudomonasavellanaeJYHC01
10453	6666666.107170.5583 -> E4P_AMINO_ACIDS|9|Anthranilate_phosphoribosyltransferase_1|216821	gi|6666666.107170.5583|6666666.107170|CHA0|Anthranilate_phosphoribosyltransferase_EC_2.4.2.18|PseudomonasprotegensCHA0
10454	6666666.135168.5404 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_3|300442	gi|6666666.135168.5404|6666666.135168|CTFI01|Cysteine_synthase_EC_2.5.1.47|PseudomonasaeruginosaCTFI01
10455	6666666.102113.2017 -> polyketide|215|215_1|216817	gi|6666666.102113.2017|6666666.102113|NC_015556.1|Cyclohexadienyl_dehydrogenase_EC_1.3.1.12EC_1.3.1.43__5Enolpyruvylshikimate3phosphate_synthase_EC_2.5.1.19|Pseudomonasfulva12XNC0155561
10456	6666666.296198.2316 -> PYR_THR_AA|10|3isopropylmalate_dehydrogenase_3|216817	gi|6666666.296198.2316|6666666.296198|SJTE3|Tartrate_dehydrogenase_EC_1.1.1.93_@_Tartrate_decarboxylase_EC_4.1.1.73_@_Dmalic_enzyme_EC_1.1.1.83|PseudomonascitronellolisSJTE3
10457	6666666.135439.4958 -> calcium-dependent-antibiotic|26|26_3|300442	gi|6666666.135439.4958|6666666.135439|JXDG01|Carbamoylphosphate_synthase_small_chain_EC_6.3.5.5|PseudomonasbatumiciJXDG01
10458	6666666.136628.4552 -> R5P_AMINOACIDS|5|phosphoribosyl_isomerase_A_3|311079	gi|6666666.136628.4552|6666666.136628|AKYY01|Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16|Pseudomonastolaasii6264AKYY01
10459	6666666.135535.3775 -> OXALACETATE_AMINOACIDS|1|Aspartate_transaminase_1|216817	gi|6666666.135535.3775|6666666.135535|JUEH01|Aspartate_aminotransferase_EC_2.6.1.1|PseudomonasnitroreducensJUEH01
10460	6666666.136667.5418 -> OXALACETATE_AMINOACIDS|1|Aspartate_transaminase_1|216817	gi|6666666.136667.5418|6666666.136667|LFMQ01|Aspartate_aminotransferase_EC_2.6.1.1|PseudomonasaeruginosaLFMQ01
10461	6666666.102115.5255 -> E4P_AMINO_ACIDS|12|Tryptophan_synthase_alpha_2|216821	gi|6666666.102115.5255|6666666.102115|AZRU01|Tryptophan_synthase_alpha_chain_EC_4.2.1.20|PseudomonasnitroreducensHBP1AZRU01
10462	6666666.136749.6255 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_10|311079	gi|6666666.136749.6255|6666666.136749|JALF01|glutamine_synthetase_family_protein|Pseudomonasaeruginosasg17mJALF01
10463	6666666.102199.280 -> TCA|12|fumarate_hydratase_2|216821	gi|6666666.102199.280|6666666.102199|NZ_CP009455.1|Fumarate_hydratase_class_I_aerobic_EC_4.2.1.2|PseudomonascremoricolorataNZCP0094551
10464	6666666.94974.434 -> TCA|12|fumarate_hydratase_3|300442	gi|6666666.94974.434|6666666.94974|B11|Fumarate_hydratase_class_I_aerobic_EC_4.2.1.2|PseudomonasspB11
10465	6666666.102140.247 -> PYR_THR_AA|5|Dihydroxiacid_dehydratase_3|300442	gi|6666666.102140.247|6666666.102140|NC_021499.1|Dihydroxyacid_dehydratase_EC_4.2.1.9|PseudomonasresinovoransNBRC106553NC0214991
10466	6666666.135055.3921 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_7|300442	gi|6666666.135055.3921|6666666.135055|JYKX01|Cysteine_synthase_B_EC_2.5.1.47|PseudomonasdeceptionensisJYKX01
10467	6666666.102205.432 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_10|311079	gi|6666666.102205.432|6666666.102205|16299|glutamine_synthetase_family_protein|PseudomonasrhizosphaeraeDSM16299
10468	6666666.138985.1712 -> ALPHAKETOGLUTARATE_AMINOACIDS|19|N_acetylglutamate_synthase_2|216821	gi|6666666.138985.1712|6666666.138985|BBIT01|Glutamate_Nacetyltransferase_EC_2.3.1.35__Nacetylglutamate_synthase_EC_2.3.1.1|Pseudomonasoryzihabitansnbrc102199BBIT01
10469	6666666.102113.436 -> ALPHAKETOGLUTARATE_AMINOACIDS|15|glutamate_synthase_2|216821	gi|6666666.102113.436|6666666.102113|NC_015556.1|Glutamate_synthase_NADPH_large_chain_EC_1.4.1.13|Pseudomonasfulva12XNC0155561
10470	6666666.136424.3863 -> Glycolysis|10|Pyruvate_kinase_2|216821	gi|6666666.136424.3863|6666666.136424|AUEC01|Pyruvate_kinase_EC_2.7.1.40|Pseudomonastaiwanensisdsm21245AUEC01
10471	6666666.136670.3558 -> E4P_AMINO_ACIDS|8|Anthranilate_synthase_component_1_3|300442	gi|6666666.136670.3558|6666666.136670|JVPC01|Anthranilate_synthase_aminase_component_EC_4.1.3.27|PseudomonasprotegensJVPC01
10472	6666666.136550.3001 -> ALPHAKETOGLUTARATE_AMINOACIDS|9|Acetylornithine_aminotransferase_1|216817	gi|6666666.136550.3001|6666666.136550|AWSQ01|Succinylornithine_transaminase_EC_2.6.1.81|Pseudomonastaeanensisms3AWSQ01
10473	6666666.138999.2751 -> R5P_AMINOACIDS|10|histidinol_dehydrogenase_4|311079	gi|6666666.138999.2751|6666666.138999|CCYI01|Histidinol_dehydrogenase_EC_1.1.1.23|PseudomonasrhodesiaeCCYI01
10474	6666666.136502.5506 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_7|300442	gi|6666666.136502.5506|6666666.136502|ATLO01|Cysteine_synthase_B_EC_2.5.1.47|PseudomonasspCfii64ATLO01
10475	6666666.134926.2556 -> 3PGA_AMINOACIDS|4|glycine_hydroxymethyltransferase_4|311079	gi|6666666.134926.2556|6666666.134926|AHAY01|Serine_hydroxymethyltransferase_EC_2.1.2.1|PseudomonaschlororaphissubspChlororaphisgp72AHAY01
10476	6666666.102109.1482 -> calcium-dependent-antibiotic|26|26_1|216817	gi|6666666.102109.1482|6666666.102109|NZ_CM002751.1|Anthranilate_synthase_amidotransferase_component_EC_4.1.3.27_@_Paraaminobenzoate_synthase_amidotransferase_component_EC_2.6.1.85|PseudomonassyringaepvactinidiaeICMP18884NZCM0027511
10477	6666666.139106.2272 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_3|300442	gi|6666666.139106.2272|6666666.139106|JHYW01|Cysteine_synthase_EC_2.5.1.47|Pseudomonasmosseliidsm17497JHYW01
10478	6666666.296212.2951 -> PYR_THR_AA|5|Dihydroxiacid_dehydratase_3|300442	gi|6666666.296212.2951|6666666.296212|29606|Dihydroxyacid_dehydratase_EC_4.2.1.9|PseudomonasflexibilisATCC29606
10479	6666666.107170.4854 -> ALPHAKETOGLUTARATE_AMINOACIDS|12|Argininosuccinate_synthase_2|300442	gi|6666666.107170.4854|6666666.107170|CHA0|Argininosuccinate_synthase_EC_6.3.4.5|PseudomonasprotegensCHA0
10480	6666666.139455.2293 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_3|300442	gi|6666666.139455.2293|6666666.139455|LCYW01|Cysteine_synthase_EC_2.5.1.47|PseudomonasfluorescensLCYW01
10481	6666666.135123.5640 -> OXALACETATE_AMINOACIDS|1|Aspartate_transaminase_2|300442	gi|6666666.135123.5640|6666666.135123|JXWQ02|Aspartate_aminotransferase_EC_2.6.1.1|PseudomonasveroniiJXWQ02
10482	6666666.139097.1594 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_13|216817	gi|6666666.139097.1594|6666666.139097|JFJN01|Glutamine_synthetase_type_I_EC_6.3.1.2|Pseudomonaspseudoalcaligenesad6JFJN01
10483	6666666.102121.4879 -> TCA|12|fumarate_hydratase_9|300442	gi|6666666.102121.4879|6666666.102121|AJXG01|Fumarate_hydratase_class_II_EC_4.2.1.2|PseudomonastolaasiiPMS117AJXG01
10484	6666666.135223.681 -> Glycolysis|9|enolase_2|216821	gi|6666666.135223.681|6666666.135223|AMVM01|Enolase_EC_4.2.1.11|Pseudomonasstutzerib1smn1AMVM01
10485	6666666.296200.417 -> ALPHAKETOGLUTARATE_AMINOACIDS|5|Glutamate_5_semialdehyde_dehydrogenase_3|300442	gi|6666666.296200.417|6666666.296200|B51270|Gammaglutamyl_phosphate_reductase_EC_1.2.1.41|PseudomonasxinjiangensisNRRLB51270
10486	6666666.136315.3148 -> TCA|12|fumarate_hydratase_7|300442	gi|6666666.136315.3148|6666666.136315|AHZY01|Fumarate_hydratase_class_II_EC_4.2.1.2|Pseudomonasfragia22AHZY01
10487	6666666.139100.2851 -> 3PGA_AMINOACIDS|4|glycine_hydroxymethyltransferase_3|300442	gi|6666666.139100.2851|6666666.139100|JGYI01|Serine_hydroxymethyltransferase_EC_2.1.2.1|Pseudomonasveronii1yb2JGYI01
10488	6666666.136424.1565 -> calcium-dependent-antibiotic|26|26_4|311079	gi|6666666.136424.1565|6666666.136424|AUEC01|Anthranilate_synthase_amidotransferase_component_EC_4.1.3.27_@_Paraaminobenzoate_synthase_amidotransferase_component_EC_2.6.1.85|Pseudomonastaiwanensisdsm21245AUEC01
10489	6666666.135065.736 -> ALPHAKETOGLUTARATE_AMINOACIDS|2|glutamate_dehydrogenase_2|300442	gi|6666666.135065.736|6666666.135065|JRMB01|Leucine_dehydrogenase_EC_1.4.1.9|PseudomonasluteaJRMB01
10490	6666666.136644.5559 -> E4P_AMINO_ACIDS|8|Anthranilate_synthase_component_1_3|300442	gi|6666666.136644.5559|6666666.136644|JVFY01|Anthranilate_synthase_aminase_component_EC_4.1.3.27|PseudomonasdenitrificansJVFY01
10491	6666666.136781.3523 -> ALPHAKETOGLUTARATE_AMINOACIDS|5|Glutamate_5_semialdehyde_dehydrogenase_1|216817	gi|6666666.136781.3523|6666666.136781|BBIR01|Gammaglutamyl_phosphate_reductase_EC_1.2.1.41|Pseudomonasjaponicanbrc103040=dsm22348BBIR01
10492	6666666.296223.2216 -> OXALACETATE_AMINOACIDS|19|argininosuccinate_lyase_2|216821	gi|6666666.296223.2216|6666666.296223|8628|Argininosuccinate_lyase_EC_4.3.2.1|PseudomonasbenzenivoransDSM8628
10493	6666666.137560.4143 -> OXALACETATE_AMINOACIDS|8|dihydropicolinate_synthase_1|216821	gi|6666666.137560.4143|6666666.137560|JTUR01|1pyrroline4hydroxy2carboxylate_deaminase_EC_3.5.4.22|PseudomonasaeruginosaJTUR01
10494	6666666.139014.5067 -> ALPHAKETOGLUTARATE_AMINOACIDS|7|Acetylglutamate_kinase_3|300442	gi|6666666.139014.5067|6666666.139014|AZOC01|Acetylglutamate_kinase_EC_2.7.2.8|Pseudomonasbrassicacearum51mfcvi21AZOC01
10495	6666666.135001.3183 -> TCA|12|fumarate_hydratase_9|300442	gi|6666666.135001.3183|6666666.135001|JYLD01|Fumarate_hydratase_class_II_EC_4.2.1.2|PseudomonasspDsm29165JYLD01
10496	6666666.102177.2753 -> E4P_AMINO_ACIDS|8|Anthranilate_synthase_component_1_3|300442	gi|6666666.102177.2753|6666666.102177|ATBG01|Anthranilate_synthase_aminase_component_EC_4.1.3.27|PseudomonaschlororaphisHT66ATBG01
10497	6666666.135123.4429 -> ALPHAKETOGLUTARATE_AMINOACIDS|8|N_acetyl_gamma_glutamyl_phosphate_reductase_3|311079	gi|6666666.135123.4429|6666666.135123|JXWQ02|Nacetylgammaglutamylphosphate_reductase_EC_1.2.1.38|PseudomonasveroniiJXWQ02
10498	6666666.139462.826 -> Glycolysis|9|enolase_3|300442	gi|6666666.139462.826|6666666.139462|LBHT01|Enolase_EC_4.2.1.11|PseudomonaspsychrophilaLBHT01
10499	6666666.136644.5356 -> ALPHAKETOGLUTARATE_AMINOACIDS|11|Ornithine_carbamoyltransferase_4|300442	gi|6666666.136644.5356|6666666.136644|JVFY01|Ornithine_carbamoyltransferase_EC_2.1.3.3|PseudomonasdenitrificansJVFY01
10500	6666666.136808.1006 -> ALPHAKETOGLUTARATE_AMINOACIDS|5|Glutamate_5_semialdehyde_dehydrogenase_1|216817	gi|6666666.136808.1006|6666666.136808|JYHC01|Gammaglutamyl_phosphate_reductase_EC_1.2.1.41|PseudomonasavellanaeJYHC01
10501	6666666.102124.2825 -> polyketide|215|215_1|216817	gi|6666666.102124.2825|6666666.102124|AHZY01|Cyclohexadienyl_dehydrogenase_EC_1.3.1.12EC_1.3.1.43__5Enolpyruvylshikimate3phosphate_synthase_EC_2.5.1.19|PseudomonasfragiA22AHZY01
10502	6666666.296226.953 -> OXALACETATE_AMINOACIDS|7|Threonine_synthase_2|300442	gi|6666666.296226.953|6666666.296226|19513|Threonine_synthase_EC_4.2.3.1|PseudomonashussainiiJCM19513
10503	6666666.136263.3759 -> OXALACETATE_AMINOACIDS|7|Threonine_synthase_3|311079	gi|6666666.136263.3759|6666666.136263|AROI01|Threonine_synthase_EC_4.2.3.1|Pseudomonaspelagiaclap6AROI01
10504	6666666.107170.2189 -> TCA|12|fumarate_hydratase_9|300442	gi|6666666.107170.2189|6666666.107170|CHA0|Fumarate_hydratase_class_II_EC_4.2.1.2|PseudomonasprotegensCHA0
10505	6666666.102119.101 -> PYR_THR_AA|4|Ketoacid_reductoisomerase_2|216821	gi|6666666.102119.101|6666666.102119|AZBL01|Ketolacid_reductoisomerase_EC_1.1.1.86|PseudomonasputidaOUS82AZBL01
10506	6666666.296230.2301 -> ALPHAKETOGLUTARATE_AMINOACIDS|12|Argininosuccinate_synthase_3|216821	gi|6666666.296230.2301|6666666.296230|24213|Argininosuccinate_synthase_EC_6.3.4.5|PseudomonasyangmingensisDSM24213
10507	6666666.139525.894 -> OXALACETATE_AMINOACIDS|14|diaminopimelate_decarboxylase_2|300442	gi|6666666.139525.894|6666666.139525|JYGC02|Diaminopimelate_decarboxylase_EC_4.1.1.20|PseudomonasaeruginosaJYGC02
10508	6666666.102177.5087 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_3|300442	gi|6666666.102177.5087|6666666.102177|ATBG01|Cysteine_synthase_EC_2.5.1.47|PseudomonaschlororaphisHT66ATBG01
10509	6666666.102199.1107 -> ALPHAKETOGLUTARATE_AMINOACIDS|7|Acetylglutamate_kinase_1|216817	gi|6666666.102199.1107|6666666.102199|NZ_CP009455.1|Acetylglutamate_kinase_EC_2.7.2.8|PseudomonascremoricolorataNZCP0094551
10510	6666666.296222.2290 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_11|216821	gi|6666666.296222.2290|6666666.296222|VGXO14|Glutamine_synthetase_type_I_EC_6.3.1.2|PseudomonasaestusnigriVGXO14
